num_age,num_annual_income,num_contract_tenure_years,num_years_with_license,num_vehicle_age,num_annual_mileage,num_previous_claims_count,num_late_payments_count,num_credit_score,num_household_size,num_insured_value,num_monthly_premium,cat_region,cat_vehicle_type,cat_fuel_type,cat_coverage_level,cat_payment_frequency,cat_home_ownership,cat_profession_segment,cat_prior_fraud_flag,text_feature,target,num_irrelevant_0,num_irrelevant_1,num_irrelevant_2,num_irrelevant_3,num_irrelevant_4,num_duplicate_0,num_duplicate_1,num_constant_0,num_collinear_0,num_collinear_1,num_collinear_2
35.0,22563.818279680156,96.31963440737233,12.0,4.0,21284.46071932362,0.0,1.0,522.9665119731087,2.0,,,,utilitaire,essence,tous_risques,,locataire,sans_emploi,non,"Le client réside principalement en zone periurbain. Mots-clés dossier : token_28, professionnel, token_60. Le type de contrat principal ressort comme auto. Le véhicule couvert est de type utilitaire. Le gestionnaire a intégré les mises à jour du profil assuré. La fiche client a été révisée lors du dernier contrôle qualité.",0,,0.12101837002380102,-0.689910275893628,-0.40479071612169587,,34.9997569277462,22563.818260213542,1.0,30.102689007250405,20632.17121921667,22.422428371731126
59.0,35579.835799097236,2.0,36.0,,26451.292655491976,3.0,0.0,752.4242017162765,,19465.598183200138,19.383264617496003,rural,suv,,tous_risques,mensuel,,retraite,non,"Les informations contractuelles sont cohérentes avec la demande en cours. Le niveau de garantie demandé correspond à une formule tous_risques. Les informations contractuelles sont cohérentes avec la demande en cours. L'historique de sinistres est décrit comme répété. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : contrat, token_43, token_9.",1,-1.4167953145167713,0.45291596266893347,-1.8797211347342442,1.1112459546915474,0.9034104940714889,59.00057945059383,35579.837321388426,1.0,53.94805058498831,31940.70725124583,1.3330231894008486
,35037.88103541307,12.0,44.0,11.0,,1.0,0.0,,6.0,24039.515181149676,59.75684504874544,rural,citadine,hybride,tiers,,proprietaire,sans_emploi,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Le type de contrat principal ressort comme auto. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_79, expertise, token_55. Les informations contractuelles sont cohérentes avec la demande en cours.",0,-0.19138820844466392,-0.04592436912341793,0.14377137859448144,-0.3436678576164577,0.5128480177746556,68.99892145347033,35037.880864534265,1.0,62.28933980749153,30245.688700674753,
162.07665062888046,29565.082167288332,,,18.0,20869.468337722177,0.0,,767.7188317855876,1.0,25482.340865746573,33.6298445039403,,suv,essence,tous_risques,mensuel,,employe,non,"Le niveau de paiement observé est régulier. Le dossier a fait l'objet d'une revue selon le processus standard. La fiche client a été révisée lors du dernier contrôle qualité. Le gestionnaire a intégré les mises à jour du profil assuré. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : avenant, tarification, échéance.",0,0.5045865499983229,-0.16412043796587922,-0.5520728440949859,1.1222589471157023,-1.5575940795695367,43.99834357844406,29565.08070874987,1.0,,25988.507167551867,22.129433673169263
,13741.642494427771,19.0,,,7707.56585268036,1.0,1.0,699.6669984685066,1.0,2000.0,12.43224954783819,,suv,,tous_risques,,proprietaire,retraite,non,"Mots-clés dossier : token_32, token_39, token_26. L'historique de sinistres est décrit comme ponctuel. Les informations disponibles sont compatibles avec une analyse automatisée. Le client présente un comportement de paiement régulier. Aucun élément majeur de vigilance n'est identifié à ce stade.",0,-1.330202974440808,0.39170993168076196,-0.1951546363517233,0.0047880206624460716,,49.00048834597949,13741.643086680671,1.0,45.29791295077477,11781.389494251713,16.84464294104508
,8685.243310887643,24.0,65.0,18.0,14374.882025179631,,1.0,,3.0,12696.543842066676,58.57393320893793,,citadine,diesel,tiers,,locataire,,oui,,1,0.2914532138757008,0.4667798020033014,0.13129213102711598,,0.7767348389303173,,8685.242659449457,1.0,77.02256071196693,6703.277019190904,21.534702894833636
,38047.75187223447,,,17.0,4631.202308212005,0.0,1.0,546.7345620506684,5.0,10812.74299596716,52.40106043847996,,citadine,essence,tous_risques,mensuel,proprietaire,employe,non,"Les informations contractuelles sont cohérentes avec la demande en cours. Le kilométrage annuel déclaré est faible. Les informations contractuelles sont cohérentes avec la demande en cours. L'ancienneté du contrat peut être qualifiée de intermédiaire. Mots-clés dossier : sévérité, token_59, token_19.",0,-0.23350338390745548,-0.02410036379501771,-1.0691995297167316,-0.7497452134180226,-0.3671072701123463,71.999984273887,38047.750713254485,1.0,63.668490828663714,32331.275897860734,3.419419908317101
,38851.27605530002,,64.0,3.0,18187.602027459536,0.0,,762.4673893811321,,20515.88492413966,85.91469923504809,,citadine,,tous_risques,mensuel,locataire,retraite,non,"Le dossier ne montre pas de fréquence élevée de sinistres. Le niveau de paiement observé est régulier. Mots-clés dossier : token_48, gestionnaire, token_33. L'ancienneté du contrat peut être qualifiée de intermédiaire. Le dossier de souscription est associé à un canal web. Le profil semble stable au regard de l'historique disponible.",0,0.07575985116580572,0.5800141961966268,0.348561649221697,0.7331780897001956,,83.99921793747677,,1.0,77.23698068475368,,5.780934474939069
,70930.05899763264,18.0,23.0,14.0,27566.3336920715,0.0,0.0,584.9695405313711,2.0,20655.29267470637,87.55074353218431,urbain,berline,,tous_risques,mensuel,locataire,,non,"La fiche client a été révisée lors du dernier contrôle qualité. Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : indemnisation, véhicule, token_19. Les éléments déclaratifs ont été consolidés dans le dossier. Le véhicule couvert est de type berline.",0,0.4688347602168247,2.3585179655001967,-0.2789975719938149,1.7460050235205709,0.9726789748800899,43.001248791542096,70930.05890950064,1.0,40.67971006412011,,16.505491994597296
64.0,33141.39185019044,16.0,35.0,8.0,20157.06790050737,,1.0,,,20874.324898282597,57.89452338537499,rural,,,tiers_plus,annuel,proprietaire,employe,,"Le contexte socioprofessionnel est associé à la catégorie employe. Le niveau de garantie demandé correspond à une formule tiers_plus. Les éléments déclaratifs ont été consolidés dans le dossier. Les éléments déclaratifs ont été consolidés dans le dossier. Le profil de conduite est rapproché d'un usage intensif. Mots-clés dossier : garantie, stabilité, franchise.",1,0.5152120333578433,2.5977719364928276,-0.3309698493201448,1.3200416341271228,,,33141.39145966823,,56.012611060598495,,13.903994889132735
82.0,52342.78526674581,5.0,60.0,14.0,19161.137302104216,1.0,0.0,700.6031794072267,1.0,2000.0,51.55568372524849,urbain,citadine,,,annuel,locataire,employe,,"Les informations disponibles sont compatibles avec une analyse automatisée. Les informations disponibles sont compatibles avec une analyse automatisée. Le véhicule couvert est de type citadine. Mots-clés dossier : token_5, sévérité, token_31. Le contexte socioprofessionnel est associé à la catégorie employe. Le contexte socioprofessionnel est associé à la catégorie employe. Le type de contrat principal ressort comme auto.",0,-0.7306572374119611,-1.3114517253922036,0.8945260251383395,-1.08005258745828,-0.2037536062063337,,52342.78585991101,1.0,73.0699627522025,46750.756361422784,4.074667240442393
62.0,55123.25955710761,1.0,41.0,13.0,16520.752606415343,2.0,1.0,659.3286117132618,2.0,21511.998254598562,88.14673305180673,urbain,citadine,hybride,,mensuel,locataire,etudiant,non,,1,,-0.5099792040504177,1.1988303256351898,0.15015750845656126,1.0047202069906491,61.99882335466244,55123.26002748614,1.0,,46231.18687931458,1.1630039954912972
75.0,35022.931913740096,21.0,,5.0,11631.932549079196,0.0,1.0,625.7604828256109,2.0,14503.342927396487,34.80506797019275,rural,citadine,hybride,tous_risques,mensuel,,,non,"Mots-clés dossier : token_10, token_67, token_78. Le profil semble stable au regard de l'historique disponible. Le profil de conduite est rapproché d'un usage classique. L'ancienneté contractuelle contribue à un profil plutôt maîtrisé. La fiche client a été révisée lors du dernier contrôle qualité.",0,-0.49741575492968915,0.5518265979815856,1.577982744925662,0.004856091856989438,1.5199014120198937,75.0000434107209,,,67.24343781933091,,19.021100134471727
64.0,37228.816055001225,11.0,44.0,13.0,29610.881727892425,0.0,,773.5522758735061,3.0,14240.627437257452,85.8614632797489,rural,,essence,tous_risques,mensuel,locataire,etudiant,,"Le dossier de souscription est associé à un canal web. Les informations disponibles sont compatibles avec une analyse automatisée. Le type de contrat principal ressort comme auto. Le dossier a fait l'objet d'une revue selon le processus standard. L'ancienneté du contrat peut être qualifiée de ancienne. Le niveau de garantie demandé correspond à une formule tous_risques. Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : token_5, token_76, token_15.",1,-1.1577492722473828,-1.8054038762394022,,-3.1556669766375287,,64.00000862768402,37228.81763177808,1.0,57.192840951084484,33267.29260922321,
,29122.500203555846,1.0,44.0,,24165.384200599237,,2.0,500.0406881313696,1.0,,21.294119009056118,urbain,sport,,tiers,annuel,proprietaire,,non,"Le contexte socioprofessionnel est associé à la catégorie employe. Mots-clés dossier : kilométrage, token_32, token_70. Le niveau de paiement observé est irrégulier. La combinaison usage intensif et historique incidenté augmente l'exposition. Le contexte socioprofessionnel est associé à la catégorie employe. L'ancienneté du contrat peut être qualifiée de récente. Le comportement de paiement apparaît irrégulier sur la période récente. Le client réside principalement en zone urbain.",1,,,0.9449465649189269,,-1.4909723486084323,64.99930243075691,29122.499632860825,1.0,60.96695961508289,23740.851294210348,-0.7028332135989382
44.0,64402.5473725488,15.0,15.0,10.0,12378.151619852008,,0.0,660.5607195476244,5.0,7504.384191322473,80.78262200623126,rural,berline,,tiers_plus,,proprietaire,employe,non,,0,-1.396566616716757,,1.125002263965054,-1.5121872759748516,1.9711300900125872,44.000820258709886,64402.54597199805,1.0,,,13.061044910412397
77.0,17446.408881429415,16.0,56.0,6.0,12850.86500631778,,1.0,587.6009747007566,1.0,9139.151016053716,106.54588703218899,periurbain,sport,,tiers,annuel,locataire,,non,"Les informations disponibles sont compatibles avec une analyse automatisée. Mots-clés dossier : token_34, token_12, garantie. Le dossier a fait l'objet d'une revue selon le processus standard. Le type de contrat principal ressort comme auto. Les éléments déclaratifs ont été consolidés dans le dossier. L'ancienneté du contrat peut être qualifiée de ancienne.",1,,-2.1227205569401995,-0.02534228690804119,-0.623255500426081,1.7590642702984363,262.2650555674201,,1.0,71.80754274587984,12460.03872188213,14.350421465865635
27.0,35365.66162179676,20.0,1.0,14.0,11082.963157045033,0.0,,695.9978940357917,3.0,,61.071308324615345,,citadine,essence,tiers,trimestriel,proprietaire,independant,non,"Les éléments déclaratifs ont été consolidés dans le dossier. Mots-clés dossier : token_74, token_32, token_23. Le profil de conduite est rapproché d'un usage classique. Les informations contractuelles sont cohérentes avec la demande en cours. Le type de contrat principal ressort comme auto.",0,1.7134611879621127,-0.2137945018321053,-0.39377445878571543,-0.7627951971145845,,27.001540447383906,,,,,18.010391648412718
,58145.96790565841,8.0,,4.0,21811.881268335037,0.0,0.0,557.1236514799112,5.0,,55.76493118339624,urbain,suv,diesel,tiers,,,cadre,,"Mots-clés dossier : risque, token_53, souscription. Le client réside principalement en zone urbain. Les éléments déclaratifs ont été consolidés dans le dossier. Les informations disponibles sont compatibles avec une analyse automatisée. Les informations contractuelles sont cohérentes avec la demande en cours.",0,-0.043656558149925744,-0.10665324803942035,-0.6559693223176262,-1.0182567974367802,1.1888081617430015,57.000825708382074,,1.0,,52716.98124591856,5.506564782277716
,34277.11898666282,23.0,,1.2646158859975487,,3.0,,,3.0,10416.697461671018,62.273802502040944,,citadine,hybride,tous_risques,trimestriel,,employe,non,"Mots-clés dossier : token_63, token_1, tarification. Le niveau de paiement observé est irrégulier. Le véhicule assuré présente une ancienneté faible. Le véhicule couvert est de type citadine. Le dossier a fait l'objet d'une revue selon le processus standard. Les informations contractuelles sont cohérentes avec la demande en cours.",0,,,-1.128238533966432,,1.3212947463538167,66.99869971400462,34277.11887960954,1.0,61.806868417830486,,
75.0,26865.000003541845,20.0,52.0,7.0,,,1.0,737.4418461485567,6.0,20777.98283284984,28.139528207594644,periurbain,,diesel,tous_risques,annuel,locataire,retraite,non,"Mots-clés dossier : token_47, token_79, responsable. Le niveau de garantie demandé correspond à une formule tous_risques. Les éléments déclaratifs ont été consolidés dans le dossier. Les éléments déclaratifs ont été consolidés dans le dossier. Les informations disponibles sont compatibles avec une analyse automatisée. L'historique de sinistres est décrit comme répété. Le client réside principalement en zone periurbain. Les éléments déclaratifs ont été consolidés dans le dossier.",0,,1.0421487424238252,-0.2867990476881586,-0.37578388647154,,75.00259501116966,26865.001381342976,1.0,70.92780862334045,24191.684325687325,17.507263733720755
,39726.12219112322,2.0,24.0,,30082.351163761756,1.0,2.0,,,11472.696602192736,,rural,utilitaire,essence,tiers_plus,,proprietaire,employe,non,,1,1.516000667124534,0.7003433062638778,1.8080201695094236,2.9579807314415865,0.7565704579150271,,39726.12413243225,,46.23446053461206,36366.45042755968,
43.0,44431.80820292104,22.0,20.0,17.0,,,0.0,,1.0,3730.050146135767,46.85991625183841,,,diesel,tiers,annuel,proprietaire,sans_emploi,non,"Le dossier a fait l'objet d'une revue selon le processus standard. Le client réside principalement en zone rural. Les informations contractuelles sont cohérentes avec la demande en cours. Mots-clés dossier : token_46, token_41, token_3. La fiche client a été révisée lors du dernier contrôle qualité.",1,-1.594713777366645,-0.3587272905811227,0.9040083241759793,-0.33840091761478214,0.9787956261712786,43.00006509172259,,,38.822338912311224,43525.777552287545,20.66004865846841
